Depth ref [m],Age [ka BP],C. mundulus d13C [per mil PDB],C. mundulus d18O [per mil PDB]
292.23,27357.3,0.77,1.63
292.255,27359.9,0.69,1.47
292.28,27362.5,0.78,1.55
292.305,27365.1,0.47,1.82
292.33,27367.7,0.49,1.71
292.355,27370.3,0.55,1.76
292.38,27372.9,0.43,1.94
292.405,27375.5,0.34,1.81
292.455,27380.7,0.68,2.02
292.48,27383.3,0.83,2.11
292.505,27385.9,0.55,2.29
292.53,27388.5,0.79,2.19
292.555,27391.1,1.06,2.13
292.58,27393.7,0.94,1.95
292.605,27396.3,0.83,1.86
292.63,27398.9,1.02,2.2
292.655,27401.5,0.95,2.06
292.68,27404.1,1.01,2.11
292.705,27406.7,1.07,2.23
292.72,27408.5,0.74,2
292.73,27409.8,0.61,1.93
292.757,27413.2,0.81,1.95
292.77,27414.9,0.84,2.2
292.795,27418.1,0.9,1.91
292.82,27421.3,0.84,2.09
292.845,27424.5,0.77,1.66
292.87,27427.7,0.8,1.65
292.895,27431,0.94,1.81
292.92,27434.2,0.73,1.67
292.945,27437.4,0.93,1.73
292.97,27440.6,0.64,1.65
292.995,27443.8,0.85,1.83
293.02,27447,0.82,1.91
293.045,27450.2,0.71,1.99
293.07,27453.4,0.74,1.93
293.095,27456.6,0.88,1.67
293.12,27459.8,0.93,2.16
293.145,27463,0.69,1.72
293.17,27466.2,1.28,2.29
293.195,27469.4,0.94,2.27
293.22,27472.6,0.88,2.02
293.245,27475.8,1.24,2.07
293.27,27479,1.12,2.23
293.295,27482.2,1.13,2.2
293.32,27485.4,1.17,2.19
293.345,27488.6,1.12,2.15
293.37,27491.8,1.16,2.12
293.395,27495,1.07,2.08
293.42,27498.2,1.3,2
293.445,27501.4,1.16,1.97
293.47,27504.6,1.06,2.06
293.495,27507.8,1.11,2.09
293.52,27511,0.95,2.12
293.545,27515.3,1.23,2.18
293.57,27519.6,1,2.07
293.595,27523.9,0.99,2.1
293.62,27528.2,0.96,2.1
293.645,27532.5,0.91,2.09
293.67,27536.8,0.86,1.96
293.695,27541.1,0.85,2.09
293.72,27545.3,1.14,1.87
293.745,27549.6,0.96,1.76
293.77,27553.9,1.15,1.85
293.845,27566.8,1.05,1.96
293.87,27571.1,1.03,1.9
293.895,27575.4,1.02,1.86
293.92,27579.7,1.15,2.05
293.945,27584,0.85,2.04
293.97,27588.3,0.92,2.24
293.995,27591.5,0.85,2.04
294.02,27594.1,1.14,2.13
294.045,27596.7,1.04,2.07
294.07,27599.3,0.77,2.13
294.095,27601.9,1.06,1.95
294.22,27614.8,0.97,2.05
294.245,27617.4,0.76,2.11
294.27,27619.9,0.97,2.1
294.295,27622.5,0.91,2
294.32,27625.1,0.86,2.02
294.345,27627.7,0.94,2.02
294.37,27630.3,0.9,2.05
294.395,27632.9,0.95,2.23
294.42,27635.4,0.7,1.96
294.445,27638,1,2.07
294.47,27640.6,0.84,2.08
294.495,27643.2,0.86,2.1
294.52,27645.8,0.96,1.99
294.545,27648.3,0.95,2.09
294.57,27650.9,0.92,2.18
294.595,27653.5,0.89,2.02
294.62,27656.1,0.87,2.11
294.645,27658.7,0.92,2.28
294.67,27661.3,0.84,2.1
294.695,27663.8,1.11,2.33
294.72,27666.4,0.91,2.15
294.745,27669,0.61,2.12
294.77,27671.6,1,2.04
294.795,27674.2,0.83,2.16
294.82,27676.7,0.98,2.05
294.845,27679.3,0.92,2.29
294.87,27681.9,0.75,2.26
294.895,27684.5,0.59,2.1
294.92,27687.5,0.77,2.41
294.945,27690.5,0.76,2.4
294.97,27693.6,0.66,2.41
294.995,27696.7,0.69,2.09
295.02,27699.8,0.89,2.27
295.045,27702.9,0.95,2.16
295.07,27706,0.72,2.01
295.095,27709,0.6,1.86
295.12,27712.1,0.9,2.07
295.145,27715.2,0.47,1.82
295.17,27718.3,0.71,1.79
295.195,27721.4,0.57,1.8
295.22,27724.4,0.44,1.91
295.245,27727.5,0.63,1.84
295.27,27730.6,0.51,2
295.295,27733.7,0.84,1.89
295.32,27736.8,0.89,1.74
295.345,27739.8,0.75,1.82
295.37,27742.9,0.69,1.68
295.395,27746,0.86,1.95
295.42,27749.1,0.53,1.8
295.445,27752.2,0.62,1.61
295.47,27755.3,0.92,1.98
295.495,27758.3,0.99,1.79
295.52,27761.4,0.87,1.69
295.545,27764.5,0.98,1.96
295.57,27767.6,1.04,2.13
295.595,27770.7,0.77,1.92
295.62,27773.7,0.95,2.11
295.645,27776.8,1.01,1.78
295.67,27779.9,0.85,2.14
295.695,27783,1.02,2.27
295.72,27786.1,1.03,2.23
295.745,27789.2,0.81,2.36
295.77,27792.1,1.09,2.04
295.795,27794.8,0.95,2.1
295.82,27797.5,1.08,2.37
295.845,27800.3,1.04,1.97
295.87,27803,1.08,2.18
295.895,27805.7,0.94,2.01
295.92,27808.4,1.02,2.14
295.945,27811.1,0.9,1.88
295.97,27813.9,0.96,2.14
295.995,27816.6,0.84,1.77
296.02,27819.3,0.81,1.87
296.045,27822,0.82,1.88
296.07,27824.8,0.76,1.66
296.095,27827.5,0.71,1.96
296.12,27830.2,0.95,1.82
296.145,27832.9,0.8,1.95
296.17,27835.7,0.77,1.87
296.195,27838.4,0.9,1.95
296.22,27841.1,0.71,1.96
296.245,27843.8,0.86,2.01
296.27,27846.5,0.63,1.98
296.295,27849.3,0.63,2.2
296.32,27852,0.79,2.23
296.345,27854.7,0.73,2.08
296.37,27857.4,1.03,2.2
296.395,27860.2,0.84,2.14
296.41,27861.8,0.71,1.81
296.435,27864.5,0.87,2.04
296.46,27867.2,0.86,2.15
296.502,27871.9,0.89,2.12
296.531,27875,0.81,2.21
296.535,27875.4,0.92,2.27
296.56,27878.1,1,2.3
296.56,27878.1,0.95,1.95
296.585,27880.9,0.85,2.28
296.61,27883.6,0.83,2.06
296.617,27884.4,0.89,2.05
296.648,27887.7,0.87,2.02
296.681,27891.3,0.78,2.08
296.71,27894.5,1.16,2.17
296.713,27894.8,0.93,2.07
296.746,27898.4,0.97,1.76
296.779,27902,0.83,1.78
296.785,27902.6,1.14,2.11
296.811,27905.5,0.74,2
296.835,27908.1,1.09,2.02
296.844,27909.1,0.91,1.74
296.86,27910.8,1.09,1.76
296.885,27913.5,0.86,1.83
296.894,27914.6,0.96,1.83
296.91,27916.3,1.03,2.09
296.935,27919,0.94,1.66
296.96,27921.7,0.81,1.75
296.985,27924.4,0.91,1.57
297.01,27927.1,0.72,1.84
297.035,27929.9,0.77,1.74
297.06,27932.6,0.81,2.18
297.085,27935.3,0.73,2.12
297.11,27938,0.75,1.96
297.135,27940.8,0.94,1.94
297.16,27943.5,0.82,1.84
297.185,27946.2,0.95,2.12
297.21,27948.9,0.75,2.17
297.235,27951.7,0.95,2.25
297.26,27954.4,0.9,1.9
297.285,27957.1,0.94,1.99
297.31,27959.8,1.01,1.96
297.335,27962.7,0.96,2.06
297.36,27966.4,0.89,2.04
297.385,27970,0.99,1.81
297.41,27973.6,0.75,2.1
297.435,27977.3,0.92,2.08
297.46,27980.9,0.75,1.93
297.485,27984.5,0.96,1.99
297.51,27988.2,0.7,1.82
297.535,27991.8,0.74,2.07
297.56,27995.5,0.83,2.02
297.585,27999.1,0.69,1.85
297.61,28002.7,0.82,2.02
297.635,28006.4,0.71,1.86
297.66,28010,0.67,1.98
297.685,28013.6,0.6,1.66
297.71,28017.3,0.65,1.64
297.735,28020.9,0.66,1.95
297.76,28024.5,0.73,1.96
297.785,28028.2,0.71,1.58
297.81,28031.8,0.66,1.64
297.835,28035.5,0.88,1.85
297.86,28039.1,0.81,1.8
297.885,28042.7,0.71,1.55
297.91,28046.4,0.59,1.5
297.935,28050,0.48,1.65
297.96,28053.6,0.51,1.89
297.985,28057.3,0.6,1.85
298.01,28060.1,0.63,1.59
298.035,28062.8,0.62,1.88
298.06,28065.5,0.68,1.97
298.085,28068.2,0.63,1.96
298.11,28070.8,0.64,1.75
298.135,28073.5,0.64,1.62
298.16,28076.2,0.55,1.62
298.185,28078.8,0.31,1.55
298.21,28081.5,0.65,1.71
298.21,28081.5,0.58,1.93
298.235,28084.2,0.39,1.69
298.26,28086.9,0.46,1.61
298.285,28089.5,0.47,1.7
298.31,28092.2,0.43,1.75
298.335,28094.9,0.37,1.83
298.36,28097.5,0.83,1.82
298.385,28100.2,0.51,1.67
298.41,28102.9,0.61,1.55
298.435,28105.6,0.64,1.77
298.46,28108.2,0.63,1.54
298.485,28110.9,0.5,1.56
298.51,28113.6,0.6,1.65
298.535,28116.2,0.66,1.74
298.56,28118.9,0.85,1.84
298.585,28121.6,0.72,1.96
298.61,28124.3,0.6,1.76
298.635,28126.9,0.8,2.01
298.66,28129.6,0.95,1.76
298.685,28132.3,0.57,1.68
298.71,28134.9,0.79,2.08
298.735,28137.6,0.83,1.93
298.76,28140.3,0.74,1.84
298.785,28143,0.7,1.94
298.81,28145.6,0.82,1.81
298.835,28148.3,0.92,1.82
298.86,28151,0.93,1.77
298.885,28153.6,0.93,1.82
298.91,28156.3,0.61,1.72
298.935,28159,0.77,1.89
298.96,28161.7,0.69,1.87
298.985,28164.3,0.66,1.92
299.01,28167,0.66,1.74
299.035,28170.1,0.8,1.68
299.06,28173.1,0.72,1.87
299.085,28176.2,0.56,1.73
299.11,28179.2,0.61,1.76
299.135,28182.3,0.69,1.9
299.16,28185.3,0.63,1.7
299.185,28188.4,0.83,1.93
299.2,28190.2,0.61,1.61
299.21,28191.4,0.64,1.8
299.228,28193.6,0.49,1.81
299.235,28194.5,0.67,1.49
299.256,28197.1,0.68,1.42
299.26,28197.5,0.91,1.65
299.284,28200.5,0.48,1.73
299.285,28200.6,0.9,1.52
299.303,28202.7,0.65,1.76
299.31,28203.6,0.47,1.66
299.318,28204.6,0.92,1.74
299.334,28206.5,0.74,1.69
299.335,28206.7,0.57,1.6
299.36,28209.7,0.49,1.55
299.385,28212.8,0.51,1.76
299.41,28215.8,0.61,1.94
299.435,28218.9,0.42,1.55
299.46,28221.9,0.48,1.97
299.485,28225,0.32,1.77
299.51,28228,0.5,1.82
299.535,28231.1,0.45,1.84
299.56,28234.2,0.59,1.95
299.585,28237.2,0.61,1.72
299.61,28240.3,0.82,1.95
299.635,28243.3,0.75,1.62
299.66,28246.4,0.6,1.64
299.685,28249.4,0.96,1.99
299.71,28252.5,0.53,1.8
299.735,28255.5,0.7,2.15
299.76,28258.6,0.86,2.17
299.785,28261.6,0.71,2.07
299.81,28264.7,0.63,2.11
299.835,28267.7,0.79,1.98
299.86,28270.8,0.8,2.01
299.885,28274,0.72,1.79
299.91,28277.4,0.82,1.83
299.935,28280.9,1.08,1.99
299.96,28284.3,0.94,1.98
299.985,28287.7,1.14,2.02
300.01,28291.1,1,2.01
300.035,28294.5,0.84,2.02
300.06,28297.9,0.96,2.26
300.085,28301.3,0.93,1.99
300.11,28304.7,0.89,2.08
300.135,28308.1,0.84,1.97
300.16,28311.5,0.92,2.24
300.185,28314.9,0.91,2.19
300.21,28318.3,0.96,1.84
300.235,28321.7,1.06,2.05
300.26,28325.1,0.95,1.93
300.285,28328.5,0.96,1.78
300.31,28331.9,0.95,1.9
300.36,28338.7,0.82,1.83
300.385,28342.1,0.73,2
300.41,28345.5,0.62,1.7
300.435,28348.9,0.81,1.86
300.46,28352.3,0.91,2.12
300.485,28355.7,0.81,1.78
300.51,28359.1,0.81,2.08
300.535,28362.5,0.77,1.91
300.56,28365.9,1.04,2.05
300.585,28369.4,0.78,1.98
300.61,28372.8,1.01,2.24
300.635,28376.2,1.07,2.03
300.66,28379.6,0.88,2
300.685,28383,0.95,2.01
300.71,28386.4,0.88,1.99
300.735,28389.8,0.85,2.19
300.76,28393.2,0.93,1.98
300.785,28396.6,0.9,1.78
300.81,28400,0.97,1.82
300.835,28403.4,0.72,1.95
300.86,28406.8,0.68,1.9
300.885,28410.2,0.79,1.76
300.91,28413.6,0.82,2.06
300.935,28417,0.81,2.07
300.96,28420.4,0.72,2.12
300.985,28423.8,0.6,2.14
301.01,28427.2,0.53,1.96
301.035,28430.6,0.56,1.96
301.06,28434,0.68,2.17
301.085,28437.4,0.95,1.87
301.11,28440.8,0.99,1.88
301.135,28444.2,0.83,2
301.16,28447.6,0.8,2.13
301.185,28450.6,0.8,2.14
301.21,28453.1,0.84,2.01
301.235,28455.7,0.68,2.12
301.26,28458.3,0.7,2.14
301.285,28460.9,0.78,2.27
301.31,28463.5,0.93,2.18
301.335,28466.1,0.72,2.02
301.36,28468.7,0.89,1.92
301.385,28471.3,0.69,2.06
301.41,28473.9,0.75,2
301.435,28476.5,0.72,1.98
301.46,28479.1,0.75,2.12
301.485,28481.7,0.73,1.86
301.51,28484.3,0.68,1.99
301.535,28486.9,0.51,1.98
301.56,28489.5,0.52,2.15
301.585,28492,0.59,2.01
301.61,28494.6,0.62,1.97
301.635,28497.2,0.62,1.6
301.66,28499.8,0.53,1.76
301.685,28502.4,0.75,2.11
301.71,28505,0.65,1.74
301.735,28507.6,0.6,1.74
301.76,28510.2,0.6,1.9
301.785,28512.8,0.5,2.05
301.81,28515.4,0.66,2
301.835,28518,0.45,2.09
301.86,28520.6,0.49,1.82
301.885,28523.2,0.64,2.13
301.91,28525.8,0.3,1.95
301.935,28528.4,0.49,2
301.96,28530.9,0.67,1.83
301.985,28533.5,0.42,1.67
302.01,28536.1,0.71,1.79
302.035,28538.7,0.68,1.61
302.06,28541.3,0.42,1.38
302.085,28543.9,0.37,1.49
302.11,28546.5,0.35,1.49
302.11,28546.5,0.27,1.47
302.135,28549.1,0.63,2.01
302.16,28551.7,0.27,1.53
302.185,28554.3,0.5,1.61
302.21,28556.9,0.38,1.56
302.235,28559.5,0.41,1.71
302.26,28562.1,0.41,1.75
302.285,28564.7,0.41,1.97
302.31,28567.3,0.29,1.88
302.335,28569.8,0.52,1.63
302.36,28572.4,0.44,1.84
302.385,28575,0.54,1.74
302.41,28577.6,0.46,1.57
302.435,28580.2,0.25,1.73
302.46,28582.8,0.65,1.81
302.485,28585.4,0.79,1.65
302.51,28588,0.93,1.71
302.535,28590.6,0.57,1.5
302.56,28593.2,0.73,1.71
302.585,28595.8,0.53,1.99
302.61,28598.4,0.82,1.88
302.635,28601,0.66,1.82
302.66,28603.6,0.66,1.72
302.685,28606.2,0.75,1.75
302.71,28608.7,0.58,1.77
302.735,28611.3,0.66,1.77
302.76,28613.9,0.56,1.75
302.785,28616.5,0.37,1.86
302.81,28619.1,0.66,1.8
302.835,28621.7,0.76,2.04
302.86,28624.3,0.8,2.07
302.885,28626.9,0.55,1.98
302.91,28629.5,0.65,1.97
302.935,28632.1,0.66,1.85
302.96,28634.7,0.82,1.99
302.985,28637.3,0.79,1.86
303.01,28639.9,0.64,1.74
303.035,28642.5,0.97,1.9
303.06,28645.1,0.63,2.04
303.085,28647.6,0.8,1.91
303.11,28650.2,0.64,1.64
303.135,28652.8,0.69,1.89
303.16,28655.4,0.76,1.81
303.185,28658,0.36,1.79
303.21,28660.6,0.67,2.02
303.235,28663.2,0.53,1.82
303.26,28665.8,0.71,2.01
303.285,28668.4,0.83,2.26
303.31,28671,0.47,1.85
303.335,28673.6,0.7,2.08
303.36,28676.2,0.53,1.93
303.385,28678.8,0.31,2
303.41,28681.4,0.69,2.15
303.435,28684,0.76,2.12
303.46,28686.5,0.58,1.96
303.485,28689.1,0.76,1.97
303.51,28691.7,0.56,2.02
303.535,28694.3,0.7,1.91
303.56,28696.9,0.47,1.84
303.585,28699.5,0.58,1.9
303.61,28702.1,0.77,1.96
303.61,28702.1,0.62,1.89
303.635,28704.7,0.71,1.95
303.66,28707.3,0.74,1.7
303.685,28709.9,0.67,1.98
303.71,28712.5,0.81,1.96
303.735,28715.1,0.97,1.78
303.76,28717.7,0.91,1.93
303.785,28720.3,0.88,1.86
303.81,28722.9,0.81,1.98
303.835,28725.4,0.74,1.88
303.86,28728.2,0.81,2.14
303.885,28731.1,0.56,1.89
303.91,28734,0.81,2.07
303.935,28736.9,0.59,1.95
303.96,28739.8,0.83,1.91
303.985,28742.7,0.83,1.9
304.01,28745.6,0.8,1.91
304.035,28748.5,0.64,1.64
304.06,28751.4,0.76,1.78
304.085,28754.3,0.79,1.86
304.11,28757.2,0.93,2.02
304.135,28760.1,0.96,1.91
304.16,28763,0.77,1.93
304.185,28765.9,0.9,2.08
304.21,28768.8,0.9,2.12
304.235,28771.7,0.73,2.14
304.26,28774.6,0.83,2.03
304.285,28777.5,0.87,2.1
304.31,28780.4,0.77,2.03
304.335,28783.3,0.54,1.85
304.36,28786.2,0.87,1.99
304.385,28789.1,0.89,2.05
304.41,28792,0.89,2.04
304.435,28794.4,0.8,2.1
304.46,28796.9,0.87,2.07
304.485,28799.3,0.63,1.87
304.51,28801.7,0.85,2.06
304.535,28804.1,0.85,1.98
304.56,28806.6,0.8,2.07
304.585,28809,0.8,1.99
304.61,28811.4,0.63,2.04
304.635,28813.8,0.86,2.14
304.66,28816.3,0.74,2.04
304.685,28818.7,0.95,1.85
304.71,28821.1,0.79,2
304.735,28823.5,0.82,1.99
304.76,28826,0.97,2.02
304.785,28828.4,0.77,1.97
304.81,28830.8,0.68,1.98
304.835,28833.3,0.54,2
304.86,28835.7,0.65,1.84
304.885,28838.1,0.69,1.96
304.91,28840.5,0.76,1.99
304.935,28843,0.88,1.96
304.96,28845.4,0.75,1.84
304.985,28847.8,0.77,1.88
305.01,28850.2,0.87,1.9
305.11,28859.9,0.7,1.94
305.135,28862.4,0.9,2.12
305.16,28864.8,0.88,2.01
305.185,28867.2,0.97,2.01
305.21,28869.6,1.02,1.88
305.235,28872.1,0.73,1.95
305.26,28874.5,0.95,2.02
305.285,28876.9,1.03,1.85
305.31,28879.4,0.84,1.75
305.335,28881.8,0.98,1.93
305.36,28884.2,0.76,2.05
305.385,28886.6,0.61,2.06
305.41,28889.1,0.82,2.02
305.435,28891.5,0.68,2.01
305.46,28893.9,0.87,2.04
305.485,28896.3,0.94,2.1
305.51,28898.7,0.87,1.96
305.535,28901.1,1.05,2.01
305.56,28903.5,0.8,2.13
305.585,28905.9,0.7,2
305.61,28908.3,0.82,1.75
305.635,28910.7,1.04,1.9
305.66,28913.1,0.95,1.75
305.685,28915.5,1.05,1.98
305.71,28917.9,0.87,2.07
305.76,28922.8,0.97,1.79
305.785,28925.2,1.09,1.9
305.81,28927.6,1.18,1.9
305.835,28930,1.07,1.83
305.86,28932.4,0.77,1.67
305.885,28934.8,0.98,2.04
305.91,28937.2,0.78,1.92
305.935,28939.6,0.59,1.72
305.96,28942,0.72,1.78
305.985,28944.4,0.77,1.74
306.01,28946.8,0.78,1.83
306.035,28949.2,1.1,2.06
306.06,28951.6,0.96,1.8
306.085,28954,0.99,2.02
306.11,28956.4,0.8,1.8
306.135,28958.8,1.13,2.14
306.16,28961.2,1.01,2.15
306.185,28963.6,0.96,1.83
306.21,28966,1.13,1.99
306.235,28968.5,1.11,2.09
306.26,28970.9,1.14,2.09
306.285,28973.3,1.16,1.97
306.31,28975.7,0.7,1.92
306.335,28978.1,0.96,2.02
306.36,28980.5,0.98,2.04
306.385,28982.9,1.06,2
306.41,28985.3,0.89,1.91
306.435,28987.7,1.04,1.93
306.46,28990.1,0.94,1.89
306.485,28992.5,1.07,1.93
306.51,28994.9,0.86,1.62
306.535,28997.3,0.92,1.88
306.56,28999.7,1.15,2
306.585,29002.1,0.8,1.83
306.66,29009.3,1,1.9
306.685,29011.8,0.98,2
306.71,29014.2,0.88,1.87
306.735,29016.6,0.88,1.97
306.76,29019,0.84,1.8
306.785,29021.4,0.9,1.93
306.81,29023.8,0.87,1.88
306.835,29026.2,0.8,1.83
306.86,29028.6,0.83,1.85
306.885,29031,1.04,2.05
306.91,29033.4,0.8,1.93
306.935,29035.8,0.79,1.95
306.96,29038.2,0.79,1.92
306.985,29040.6,0.78,1.85
307.01,29043,0.84,1.84
307.035,29045.4,0.83,1.92
307.06,29047.8,0.88,2.15
307.085,29050.2,0.77,1.87
307.11,29052.6,0.81,2.05
307.118,29053.4,0.71,1.98
307.135,29055,0.81,2.03
307.16,29057.5,0.71,1.96
307.183,29059.7,0.8,2.1
307.185,29059.9,0.82,2.16
307.21,29062.3,0.65,2.06
307.235,29064.7,0.8,1.87
307.249,29066,0.88,2.12
307.26,29067.1,0.92,1.86
307.285,29069.5,0.83,1.9
307.3,29070.9,0.93,1.84
307.305,29071.4,0.76,2.18
307.325,29073.3,0.93,1.93
307.349,29075.6,0.91,2.15
307.35,29075.7,0.99,1.96
307.375,29078.1,1,1.92
307.387,29079.3,0.8,1.88
307.422,29082.6,0.73,1.76
307.456,29086,0.75,1.89
307.526,29092.6,0.78,1.84
307.56,29096,0.79,1.85
307.595,29098.4,0.84,1.85
307.63,29100.4,0.93,1.83
307.665,29102.4,0.75,2.04
307.699,29104.4,0.98,1.84
307.734,29106.4,0.83,1.84
307.769,29108.4,0.92,2.09
307.803,29110.4,0.89,2.18
307.81,29110.8,1.1,2.06
307.835,29112.2,0.88,2.15
307.838,29112.4,0.94,2.23
307.86,29113.7,0.89,2.08
307.873,29114.4,0.99,2.14
307.885,29115.1,0.71,1.89
307.907,29116.4,0.73,2.15
307.91,29116.6,1,2.18
307.935,29118,0.93,2
307.942,29118.4,0.64,2.07
307.96,29119.5,0.8,2.08
307.977,29120.4,0.72,2.04
307.985,29120.9,0.74,2.16
308.01,29122.3,0.83,2.07
308.012,29122.4,0.87,2.01
308.035,29123.8,0.82,2.16
308.047,29124.5,0.9,2.06
308.06,29125.2,1.03,2.09
308.081,29126.5,0.85,1.94
308.085,29126.7,0.85,2.08
308.11,29128.1,0.81,2.18
308.116,29128.5,0.69,2.1
308.135,29129.6,0.91,2.15
308.16,29131,0.71,2.04
308.185,29132.5,0.99,2.08
308.21,29133.9,1.02,2.11
308.235,29135.3,0.93,2.06
308.26,29136.8,1.13,2.03
308.285,29138.2,0.87,1.98
308.31,29139.7,1.04,2.03
308.335,29141.1,1,2.04
308.36,29142.6,0.75,1.81
308.385,29144,0.82,2.11
308.41,29145.4,1,2.12
308.435,29146.9,0.97,2.03
308.46,29148.3,0.76,2.16
308.485,29149.8,0.91,2.08
308.51,29151.2,0.82,2.08
308.535,29152.7,1,2.19
308.56,29154.1,0.94,2.2
308.585,29155.5,1,2.13
308.61,29157,0.98,2.23
308.635,29158.4,0.9,2.1
308.66,29159.9,0.91,2.27
308.685,29161.3,0.97,2.18
308.71,29162.8,0.89,2
308.735,29164.2,1.04,2.13
308.76,29165.6,0.72,1.85
308.785,29167.1,0.99,2.03
308.81,29168.5,0.86,1.94
308.835,29170,0.78,2
308.86,29171.4,0.89,2.35
308.885,29173.5,0.96,2.13
308.91,29175.9,0.57,1.97
308.935,29178.4,0.72,1.97
308.96,29180.8,0.96,2.06
308.985,29183.3,0.76,2.27
309.01,29185.7,0.92,2.21
309.035,29188.2,0.72,1.92
309.06,29190.6,0.62,1.75
309.085,29193.1,1.02,1.76
309.11,29195.5,0.86,2.14
309.135,29198,0.85,1.95
309.16,29200.4,0.62,1.76
309.185,29202.9,0.93,1.89
309.21,29205.3,0.88,1.82
309.235,29207.8,0.78,1.7
309.26,29210.3,0.99,1.71
309.285,29212.7,0.97,1.71
309.31,29215.2,0.77,1.74
309.335,29217.6,0.51,1.82
309.36,29220.1,0.81,1.75
309.385,29222.5,0.64,1.62
309.41,29225,0.55,1.65
309.435,29227.4,0.64,1.87
309.46,29229.9,0.55,1.91
309.485,29232.3,0.65,2.09
309.51,29234.8,0.62,1.65
309.535,29237.2,0.35,1.73
309.56,29239.7,0.69,2.03
309.585,29242.1,0.86,2.14
309.61,29244.6,0.76,2.15
309.635,29247,0.91,2.26
309.66,29249.5,0.94,1.88
309.685,29251.9,0.84,2.02
309.71,29254.4,0.98,1.93
309.735,29256.8,0.9,2.08
309.76,29259.3,0.94,2
309.785,29261.7,0.62,2.05
309.81,29264.2,0.88,1.92
309.835,29266.6,0.78,1.96
309.86,29269.1,0.92,2.06
309.885,29271.5,0.87,2.12
309.91,29274,0.73,2.14
309.935,29275.8,0.84,2.07
309.96,29277.7,0.85,2.03
309.985,29279.5,0.75,2.11
310.01,29281.3,0.91,2.04
310.035,29283.1,0.57,1.99
310.06,29285,0.74,2.02
310.085,29286.8,0.74,2.14
310.11,29288.6,0.65,2
310.135,29290.4,0.87,2.14
310.16,29292.3,0.67,2.06
310.185,29294.1,0.53,1.98
310.21,29295.9,0.35,1.94
310.235,29297.7,0.69,1.99
310.26,29299.6,0.54,2.02
310.285,29301.4,0.5,1.83
310.31,29303.2,0.67,1.99
310.335,29305,0.62,1.72
310.36,29306.9,0.65,1.82
310.385,29308.7,0.58,1.7
310.41,29310.5,0.58,1.77
310.435,29312.3,0.68,1.79
310.46,29314.2,0.74,2.03
310.485,29316,0.48,1.78
310.51,29317.8,0.53,1.7
310.535,29319.6,0.6,1.76
310.56,29321.5,0.2,1.43
310.585,29323.3,0.43,1.59
310.61,29325.1,0.57,1.77
310.635,29326.9,0.54,1.69
310.66,29328.8,0.65,1.84
310.685,29330.6,0.75,1.66
310.71,29332.4,0.76,1.97
310.735,29334.2,0.79,1.68
310.76,29336.1,0.61,1.55
310.785,29337.9,0.62,1.67
310.81,29339.7,0.51,1.61
310.81,29339.7,0.83,1.76
310.835,29341.5,0.68,1.74
310.86,29343.4,0.48,1.76
310.885,29345.2,0.55,1.5
310.91,29347,0.73,1.8
310.935,29348.9,0.78,2.01
310.96,29350.7,0.54,1.89
310.985,29352.5,0.86,2.05
311.01,29354.3,0.92,1.99
311.035,29356.2,0.78,1.95
311.06,29358,0.73,1.93
311.085,29359.8,0.9,2
311.11,29361.6,0.75,1.91
311.135,29363.5,0.87,1.96
311.16,29365.3,0.76,1.91
311.185,29367.1,1.12,1.99
311.21,29368.9,0.95,1.95
311.235,29370.8,0.78,1.69
311.26,29372.6,0.89,1.99
311.285,29374.4,0.81,1.65
311.31,29376.2,0.74,1.83
311.335,29378.1,0.71,1.94
311.36,29379.9,0.65,1.88
311.385,29381.7,0.74,1.88
311.41,29383.5,0.44,1.75
311.435,29385.6,0.78,1.99
311.46,29388.5,0.67,1.89
311.485,29391.4,0.58,1.9
311.51,29394.4,0.59,1.93
311.535,29397.3,0.44,1.92
311.56,29400.2,0.69,1.93
311.561,29400.3,0.46,2.08
311.585,29403.1,0.57,1.99
311.587,29403.4,0.59,2
311.61,29406.1,0.52,2.06
311.613,29406.4,0.74,2.04
311.635,29409,0.58,1.92
311.639,29409.5,0.63,1.52
311.66,29411.9,0.48,1.9
311.665,29412.5,0.53,1.75
311.685,29414.8,0.51,1.72
311.69,29415.4,0.58,1.76
311.71,29417.8,0.61,1.53
311.715,29418.4,0.81,1.52
311.74,29421.3,0.63,1.68
311.765,29424.2,0.77,1.58
311.79,29427.1,0.65,1.74
311.815,29430.1,0.87,1.69
311.84,29433,0.76,1.59
311.865,29435.9,0.86,1.79
311.89,29438.8,0.46,1.55
311.915,29441.8,0.77,1.69
311.94,29444.7,0.57,1.62
311.965,29447.6,0.31,1.47
311.99,29450.5,0.3,1.58
312.015,29453.5,0.54,1.62
312.04,29456.4,0.6,2.06
312.065,29459.3,0.62,1.87
312.09,29462.2,0.73,1.85
312.115,29465.2,0.57,1.96
312.14,29468.1,0.72,1.49
312.165,29471,0.71,1.66
312.19,29473.9,0.73,1.61
312.215,29476.9,0.74,1.57
312.24,29479.8,0.43,1.61
312.265,29482.7,0.92,1.74
312.29,29485.6,0.85,1.79
312.315,29488.6,0.99,1.95
312.34,29491.5,0.91,1.84
312.365,29494.4,0.87,1.81
312.39,29497.4,0.58,1.8
312.415,29500.5,1.01,1.97
312.44,29503.5,0.81,1.97
312.465,29506.6,1.1,1.87
312.49,29509.6,0.79,1.77
312.515,29512.7,0.85,1.98
312.54,29515.7,0.67,1.92
