rmcd (2),Age (Ma) (manual) (3),d13Cvpdb,d18Ovpdb,
209.03,31.366,0.890,1.350,
209.08,31.369,0.610,1.320,
209.13,31.372,0.520,1.630,
209.18,31.375,0.530,1.540,
209.23,31.378,0.730,1.700,
209.23,31.378,0.730,1.700,
209.28,31.381,0.600,1.740,
209.33,31.384,0.700,1.750,
209.38,31.387,0.600,1.730,
209.43,31.390,0.660,1.620,
209.48,31.392,0.690,1.550,
209.53,31.395,0.850,1.520,
209.58,31.398,0.690,1.560,
209.63,31.401,0.690,1.330,
209.68,31.404,0.620,1.520,
209.73,31.407,0.730,1.360,
209.73,31.407,0.730,1.360,
209.78,31.410,0.520,1.460,
209.80,31.411,0.740,1.560,
209.83,31.413,0.390,1.290,
209.88,31.416,0.470,1.490,
209.90,31.417,0.760,1.300,
209.93,31.419,0.620,1.430,
209.95,31.420,0.620,1.340,
209.98,31.422,0.600,1.360,
209.98,31.422,0.736,1.890,
210.00,31.423,0.780,1.420,
210.03,31.425,0.720,1.280,
210.05,31.426,0.620,1.430,
210.08,31.428,0.420,1.430,
210.10,31.429,0.510,1.390,
210.13,31.431,0.550,1.290,
210.15,31.432,0.750,1.620,
210.18,31.434,0.620,1.240,
210.20,31.435,0.470,1.500,
210.23,31.437,0.710,1.220,
210.23,31.437,0.710,1.220,
210.25,31.438,0.660,1.360,
210.28,31.440,0.940,1.480,
210.32,31.442,0.840,1.300,
210.33,31.442,0.820,1.360,
210.37,31.445,0.590,1.220,
210.38,31.445,0.770,1.340,
210.42,31.448,0.690,1.310,
210.43,31.448,0.710,1.230,
210.47,31.451,0.500,1.220,
210.52,31.454,0.970,1.410,
210.57,31.457,0.760,1.270,
210.62,31.460,0.740,1.410,
210.67,31.462,0.690,1.430,
210.72,31.465,0.700,1.210,
210.75,31.467,1.182,1.500,
210.77,31.468,0.767,1.540,
210.77,31.468,0.767,1.544,
210.82,31.471,0.790,1.290,
210.87,31.474,0.840,1.350,
210.92,31.477,1.000,1.390,
210.97,31.480,0.850,1.360,
211.02,31.483,1.050,1.290,
211.07,31.486,1.130,1.300,
211.12,31.489,0.950,1.380,
211.17,31.492,0.850,1.540,
211.22,31.495,0.910,1.590,
211.27,31.498,0.840,1.660,
211.27,31.498,0.840,1.660,
211.32,31.501,1.030,1.540,
211.37,31.504,0.990,1.570,
211.42,31.507,0.900,1.640,
211.47,31.509,1.000,1.470,
211.52,31.512,0.930,1.420,
211.57,31.515,1.050,1.330,
211.62,31.518,0.780,1.500,
211.67,31.521,0.870,1.380,
211.72,31.524,0.915,1.410,
211.77,31.527,0.810,1.520,
211.77,31.527,0.810,1.520,
211.82,31.530,0.770,1.200,
211.87,31.533,0.980,1.560,
211.92,31.536,0.800,1.600,
211.97,31.539,0.700,1.610,
212.02,31.542,0.768,1.730,
212.07,31.545,1.070,1.480,
212.12,31.548,0.750,1.270,
212.17,31.551,0.760,1.360,
212.22,31.554,0.720,1.280,
212.27,31.557,0.942,1.510,
212.27,31.557,0.942,1.514,
212.32,31.559,1.220,1.570,
212.37,31.562,0.800,1.340,
212.42,31.565,0.880,1.490,
212.47,31.568,0.750,1.280,
212.52,31.571,0.884,1.550,
212.57,31.574,0.880,1.400,
212.62,31.577,0.790,1.330,
212.67,31.580,0.930,1.510,
212.72,31.583,0.910,1.540,
212.77,31.586,0.935,1.560,
212.82,31.589,1.110,1.490,
212.82,31.589,1.110,1.490,
212.87,31.592,0.870,1.380,
212.92,31.595,0.895,1.560,
212.97,31.598,0.840,1.330,
213.02,31.601,0.890,1.530,
213.07,31.604,1.190,1.680,
213.12,31.607,0.850,1.740,
213.17,31.609,0.740,1.490,
213.22,31.612,0.790,1.570,
213.27,31.615,0.830,1.580,
213.27,31.615,0.830,1.580,
213.32,31.618,0.900,1.570,
213.37,31.621,0.810,1.550,
213.42,31.624,0.880,1.630,
213.47,31.627,0.800,1.480,
213.52,31.630,0.720,1.550,
213.57,31.633,0.820,1.430,
213.62,31.638,0.820,1.540,
213.67,31.642,0.750,1.780,
213.72,31.647,0.650,1.750,
213.77,31.652,0.650,1.830,
213.82,31.656,0.810,1.610,
213.87,31.661,0.820,1.730,
213.92,31.666,0.750,1.800,
213.97,31.670,0.850,1.770,
214.02,31.675,0.670,1.590,
214.07,31.680,0.670,1.540,
214.12,31.684,0.650,1.540,
214.17,31.689,0.780,1.480,
214.22,31.694,0.800,1.490,
214.27,31.698,0.690,1.370,
214.27,31.698,0.690,1.370,
214.32,31.703,0.460,1.540,
214.37,31.706,0.620,1.570,
214.42,31.710,0.430,1.550,
214.47,31.713,0.710,1.460,
214.52,31.717,1.006,1.280,
214.57,31.720,0.303,1.490,
214.62,31.724,0.650,1.560,
214.67,31.727,0.620,1.460,
214.72,31.731,0.670,1.500,
214.77,31.734,0.820,1.470,
214.77,31.734,0.820,1.470,
214.82,31.738,0.600,1.420,
214.87,31.741,0.840,1.510,
214.92,31.745,0.720,1.640,
214.97,31.748,0.618,1.390,
215.02,31.752,0.730,1.420,
215.07,31.755,0.980,1.550,
215.12,31.759,0.610,1.620,
215.17,31.762,0.860,1.560,
215.22,31.766,0.880,1.530,
215.27,31.769,0.846,1.570,
215.30,31.771,0.764,1.420,
215.32,31.773,0.960,1.510,
215.32,31.773,0.960,1.510,
215.37,31.776,0.763,1.710,
215.38,31.777,0.808,1.580,
215.42,31.780,0.790,1.410,
215.46,31.783,0.610,1.540,
215.47,31.783,0.766,1.510,
215.51,31.786,0.768,1.380,
215.52,31.787,0.563,1.670,
215.54,31.788,0.680,1.340,
215.57,31.790,0.600,1.610,
215.57,31.790,0.566,1.770,
215.62,31.794,0.665,1.754,
215.62,31.794,0.665,1.750,
215.67,31.797,0.510,1.830,
215.72,31.801,0.698,1.610,
215.77,31.804,0.665,1.540,
215.82,31.808,0.590,1.540,
215.87,31.811,0.555,1.510,
215.92,31.815,0.770,1.540,
215.97,31.818,0.646,1.440,
216.02,31.822,0.870,1.600,
216.07,31.825,0.500,1.420,
216.12,31.829,0.476,1.392,
216.12,31.829,0.476,1.390,
216.17,31.832,0.387,1.200,
216.22,31.836,0.494,1.380,
216.27,31.839,0.550,1.560,
216.32,31.842,0.544,1.580,
216.37,31.845,0.752,1.610,
216.37,31.845,0.752,1.610,
216.42,31.848,0.677,1.430,
216.47,31.851,0.750,1.600,
216.52,31.854,0.721,1.580,
216.57,31.858,0.739,1.350,
216.62,31.861,0.725,1.040,
216.67,31.864,0.860,1.480,
216.72,31.867,0.881,1.400,
216.77,31.870,0.845,1.360,
216.82,31.873,0.743,1.380,
216.87,31.876,0.630,1.510,
216.87,31.876,0.630,1.510,
216.92,31.880,0.600,1.410,
216.97,31.883,0.758,1.690,
217.02,31.886,0.743,1.620,
217.07,31.889,0.810,1.670,
217.12,31.892,0.866,1.810,
217.17,31.895,0.543,1.750,
217.27,31.902,0.780,1.460,
217.32,31.905,0.911,1.370,
217.37,31.908,0.750,1.389,
217.37,31.908,0.750,1.390,
217.42,31.910,0.697,1.390,
217.47,31.913,0.700,1.480,
217.52,31.915,0.681,1.570,
217.57,31.918,0.630,1.790,
217.62,31.920,0.621,1.650,
217.67,31.923,0.710,1.680,
217.72,31.925,0.716,1.550,
217.77,31.928,0.721,1.610,
217.82,31.931,0.866,1.480,
217.87,31.933,0.860,1.560,
217.87,31.933,0.860,1.560,
217.92,31.936,0.772,1.400,
217.97,31.938,0.729,1.540,
218.02,31.941,0.745,1.430,
218.07,31.943,0.685,1.380,
218.12,31.946,0.824,1.280,
218.17,31.949,0.688,1.390,
218.22,31.953,0.804,1.390,
218.27,31.956,0.798,1.650,
218.27,31.956,0.990,1.430,
218.32,31.960,0.770,1.600,
218.32,31.960,0.920,1.320,
218.37,31.964,0.850,1.690,
218.37,31.964,1.035,1.590,
218.42,31.967,1.090,1.400,
218.43,31.968,0.738,1.510,
218.47,31.971,1.020,1.300,
218.49,31.972,1.005,1.500,
218.52,31.974,1.015,1.490,
218.55,31.977,0.896,1.490,
218.57,31.978,0.960,1.410,
218.62,31.982,0.920,1.250,
218.72,31.990,0.817,1.350,
218.77,31.994,0.920,1.420,
218.77,31.994,0.920,1.420,
218.82,31.998,0.790,1.470,
218.87,32.002,0.750,1.420,
218.92,32.006,0.900,1.590,
218.97,32.010,0.816,1.600,
219.02,32.014,0.770,1.470,
219.02,32.014,0.770,1.470,
219.07,32.018,0.810,1.280,
219.12,32.022,0.619,1.430,
219.17,32.026,0.770,1.370,
219.22,32.030,0.910,1.430,
219.27,32.034,0.870,1.220,
219.32,32.038,0.740,1.420,
219.37,32.042,0.840,1.300,
219.42,32.047,0.570,1.210,
219.47,32.051,0.640,1.240,
219.52,32.055,0.470,1.210,
219.57,32.059,0.780,1.430,
219.62,32.063,0.850,1.300,
219.67,32.067,0.810,1.550,
219.72,32.071,0.750,1.270,
219.77,32.075,0.650,1.140,
219.82,32.079,0.780,1.220,
219.87,32.084,0.660,1.400,
219.92,32.088,0.780,1.280,
219.97,32.092,0.854,1.560,
220.02,32.097,0.910,1.350,
220.02,32.097,0.910,1.350,
220.06,32.100,0.876,1.500,
220.07,32.101,0.780,1.430,
220.12,32.105,0.730,1.390,
220.17,32.110,0.920,1.500,
220.22,32.114,0.560,1.420,
220.27,32.118,0.850,1.570,
220.32,32.123,0.770,1.600,
220.37,32.127,0.730,1.510,
220.42,32.131,0.830,1.600,
220.47,32.136,0.870,1.350,
220.52,32.140,0.760,1.220,
220.52,32.140,0.760,1.220,
220.57,32.144,0.750,1.320,
220.62,32.148,0.760,1.570,
220.67,32.152,0.710,1.590,
220.72,32.156,0.510,1.310,
220.77,32.160,0.623,1.650,
220.82,32.165,0.600,1.460,
220.87,32.169,0.590,1.530,
220.92,32.173,0.780,1.460,
220.97,32.177,0.730,1.380,
221.02,32.181,0.700,1.350,
221.02,32.181,0.700,1.350,
221.07,32.185,0.650,1.500,
221.12,32.189,0.300,1.110,
221.17,32.192,0.570,1.280,
221.22,32.194,0.500,1.180,
221.27,32.197,0.420,1.250,
221.32,32.200,0.290,1.190,
221.37,32.203,0.780,1.430,
221.42,32.206,0.480,1.540,
221.47,32.208,0.630,1.500,
221.52,32.211,0.370,1.190,
221.57,32.215,0.820,1.420,
221.62,32.219,0.600,1.380,
221.67,32.223,0.840,1.540,
221.72,32.227,0.830,1.340,
221.77,32.231,0.790,1.440,
221.82,32.235,0.800,1.420,
221.87,32.238,0.748,1.640,
221.95,32.245,0.850,1.890,
222.00,32.249,0.856,1.740,
222.05,32.253,0.721,1.590,
222.05,32.253,0.721,1.593,
222.16,32.261,0.890,1.470,
222.22,32.266,0.800,1.360,
222.27,32.270,0.960,1.730,
222.32,32.273,0.763,1.380,
222.37,32.277,0.765,1.630,
222.42,32.281,0.846,1.620,
222.47,32.285,0.620,1.570,
222.52,32.289,0.680,1.730,
222.58,32.293,0.663,1.560,
222.64,32.298,0.740,1.720,
222.64,32.298,0.740,1.720,
222.69,32.302,0.871,1.570,
222.74,32.306,0.655,1.310,
222.79,32.310,0.768,1.210,
222.84,32.314,0.586,1.420,
222.91,32.319,0.580,1.260,
222.97,32.324,0.430,1.840,
223.02,32.328,0.542,1.440,
223.07,32.331,0.870,1.600,
223.12,32.335,0.922,1.590,
223.12,32.335,0.922,1.590,
223.17,32.339,0.887,1.610,
223.22,32.343,0.884,1.430,
223.27,32.346,0.816,1.570,
223.32,32.350,0.800,1.630,
223.38,32.354,0.710,1.880,
223.42,32.357,0.738,1.700,
223.47,32.360,0.960,1.730,
223.52,32.364,0.987,1.650,
223.57,32.367,0.909,1.600,
223.62,32.371,1.065,1.700,
223.62,32.371,1.065,1.700,
223.67,32.374,0.941,1.640,
223.72,32.378,0.980,1.620,
223.77,32.381,0.850,1.890,
223.82,32.385,0.846,1.460,
223.87,32.388,0.650,1.630,
223.92,32.390,0.784,1.720,
223.97,32.393,0.871,1.670,
224.01,32.394,0.858,1.820,
224.02,32.395,0.764,1.800,
224.07,32.397,1.020,1.760,
224.12,32.399,0.980,1.630,
224.12,32.399,0.980,1.630,
224.17,32.402,0.920,1.670,
224.22,32.404,0.827,1.480,
224.27,32.406,0.969,1.460,
224.32,32.408,0.833,1.630,
224.37,32.411,0.856,1.600,
224.42,32.413,0.840,1.710,
224.47,32.415,0.800,1.710,
224.52,32.417,0.810,1.520,
224.57,32.420,0.949,1.640,
224.62,32.422,0.967,1.610,
224.67,32.424,0.939,1.647,
224.67,32.424,0.939,1.650,
224.72,32.426,0.777,1.520,
224.77,32.429,0.893,1.450,
224.82,32.431,0.975,1.690,
224.88,32.434,0.900,1.570,
224.91,32.435,0.849,1.740,
224.93,32.436,0.689,1.650,
224.98,32.438,0.917,1.900,
225.03,32.440,0.909,1.520,
225.08,32.443,0.967,1.560,
225.13,32.445,0.888,1.630,
225.13,32.445,0.888,1.628,
225.18,32.447,0.914,1.620,
225.23,32.449,0.738,1.610,
225.28,32.452,0.901,1.690,
225.33,32.454,0.851,1.650,
225.38,32.456,0.861,1.700,
225.43,32.458,0.836,1.720,
225.48,32.461,0.914,1.760,
225.53,32.463,0.929,1.660,
225.63,32.467,0.765,1.440,
225.68,32.470,0.760,1.430,
225.68,32.470,0.883,1.500,
225.73,32.472,0.700,1.540,
225.78,32.474,0.763,1.550,
225.83,32.476,0.831,1.720,
225.88,32.479,0.718,1.710,
225.93,32.481,0.552,1.680,
225.98,32.485,0.812,1.850,
226.03,32.489,0.771,1.610,
226.04,32.490,1.022,1.770,
226.05,32.490,0.917,1.530,
226.10,32.494,0.772,1.740,
226.10,32.494,0.772,1.738,
226.15,32.498,0.859,1.520,
226.17,32.500,0.731,1.500,
226.20,32.502,0.742,1.540,
226.25,32.506,0.688,1.310,
226.26,32.507,0.914,1.700,
226.31,32.511,0.793,1.650,
226.32,32.511,0.704,1.370,
226.36,32.514,0.918,1.740,
226.38,32.516,0.946,1.780,
226.41,32.518,0.930,1.610,
226.46,32.522,0.745,1.590,
226.46,32.522,0.745,1.585,
226.51,32.526,0.996,1.870,
226.56,32.530,0.880,1.740,
226.61,32.534,0.834,1.720,
226.66,32.538,0.797,1.730,
226.71,32.542,0.862,1.740,
226.76,32.545,0.941,1.720,
226.81,32.549,0.916,1.740,
226.86,32.553,0.809,1.460,
226.91,32.557,0.690,1.430,
226.96,32.561,0.739,1.640,
226.96,32.561,0.739,1.643,
227.01,32.565,0.776,1.610,
227.06,32.569,0.586,1.480,
227.11,32.573,0.821,1.480,
227.16,32.577,0.774,1.660,
227.21,32.580,0.801,1.610,
227.26,32.584,0.714,1.560,
227.31,32.588,0.623,1.590,
227.36,32.592,0.709,1.650,
227.41,32.596,0.833,1.530,
227.46,32.600,0.788,1.590,
227.46,32.600,0.788,1.589,
227.51,32.604,0.598,1.300,
227.56,32.607,0.716,1.530,
227.61,32.610,0.770,1.720,
227.66,32.614,0.958,1.690,
227.70,32.616,0.880,1.630,
227.75,32.620,0.808,1.630,
227.80,32.623,0.879,1.550,
227.85,32.626,1.097,1.740,
227.90,32.630,0.996,1.580,
227.95,32.633,1.135,1.688,
227.95,32.633,1.135,1.690,
228.00,32.636,1.118,1.660,
228.05,32.640,1.162,1.580,
228.10,32.643,0.967,1.680,
228.15,32.646,0.886,1.600,
228.20,32.650,0.976,1.830,
228.25,32.653,1.033,1.870,
228.30,32.657,1.013,1.850,
228.35,32.662,0.993,1.570,
228.40,32.666,0.803,1.700,
228.45,32.671,1.057,1.793,
228.45,32.671,1.057,1.790,
228.50,32.675,1.152,1.780,
228.55,32.680,0.978,1.540,
228.60,32.684,0.811,1.550,
228.65,32.688,1.003,1.780,
228.70,32.691,0.930,1.500,
228.75,32.695,0.898,1.690,
228.80,32.699,0.838,1.790,
228.85,32.702,0.889,1.650,
228.90,32.706,0.739,1.340,
228.95,32.710,0.989,1.544,
228.95,32.710,0.989,1.540,
229.00,32.714,0.750,1.370,
229.10,32.722,0.971,1.740,
229.20,32.730,0.936,1.887,
229.20,32.730,0.936,1.890,
229.25,32.734,0.988,1.880,
229.30,32.738,1.026,1.910,
229.35,32.742,1.091,1.800,
229.40,32.746,1.072,1.580,
229.45,32.750,0.938,1.688,
229.45,32.750,0.938,1.690,
229.50,32.755,0.805,1.770,
229.55,32.759,0.931,1.600,
229.60,32.763,0.952,1.960,
229.65,32.767,0.957,1.740,
229.70,32.771,0.962,1.668,
229.70,32.771,0.962,1.670,
229.75,32.775,1.324,1.770,
229.80,32.779,1.372,1.760,
229.85,32.783,1.060,1.730,
229.90,32.787,1.045,1.700,
229.95,32.792,0.842,1.635,
229.95,32.792,0.842,1.640,
230.00,32.796,1.065,1.730,
230.05,32.800,1.141,1.890,
230.15,32.808,0.863,1.830,
230.20,32.812,1.123,1.731,
230.20,32.812,1.123,1.730,
230.25,32.816,1.176,1.660,
230.35,32.825,0.910,1.540,
230.40,32.829,1.038,1.540,
230.45,32.835,1.100,1.650,
230.45,32.835,1.100,1.650,
230.50,32.841,1.060,1.790,
230.55,32.847,1.141,1.860,
230.60,32.852,1.118,1.570,
230.65,32.858,1.164,1.630,
230.70,32.864,0.817,1.587,
230.70,32.864,0.817,1.587,
230.70,32.864,0.817,1.590,
230.70,32.864,0.900,1.540,
230.73,32.867,1.080,1.420,
230.76,32.869,0.880,1.690,
230.80,32.873,0.940,1.640,
230.81,32.874,0.760,1.580,
230.86,32.878,0.896,1.650,
230.86,32.878,1.000,1.890,
230.91,32.882,0.950,1.870,
230.91,32.882,0.950,1.870,
230.96,32.886,1.090,1.860,
231.01,32.891,0.960,1.870,
231.06,32.895,1.170,1.710,
231.11,32.899,1.120,1.710,
231.16,32.903,0.900,1.780,
231.16,32.903,0.900,1.780,
231.21,32.908,1.210,1.680,
231.26,32.912,1.100,1.590,
231.30,32.915,1.090,1.620,
231.30,32.915,1.117,1.640,
231.41,32.923,0.980,1.660,
231.41,32.923,0.980,1.660,
231.46,32.927,1.000,1.680,
231.51,32.931,0.840,1.740,
231.61,32.938,1.000,1.680,
231.66,32.942,0.980,1.560,
231.66,32.942,0.980,1.560,
231.71,32.946,0.750,1.450,
231.74,32.948,0.890,1.400,
231.79,32.954,0.900,1.440,
231.84,32.960,1.030,1.570,
231.89,32.966,1.000,1.410,
231.89,32.966,1.000,1.410,
231.94,32.972,0.900,1.630,
231.99,32.978,1.010,1.560,
232.04,32.984,0.960,1.490,
232.09,32.990,1.060,1.510,
232.14,32.994,1.190,1.840,
232.19,32.998,1.020,1.660,
232.24,33.002,1.050,1.780,
232.29,33.006,0.980,1.600,
232.34,33.010,1.020,1.680,
232.39,33.014,1.030,1.550,
232.39,33.014,1.030,1.550,
232.44,33.019,1.010,1.580,
232.49,33.023,1.010,1.440,
232.54,33.027,1.070,1.510,
232.59,33.031,0.980,1.690,
232.64,33.035,1.010,1.640,
232.64,33.035,1.010,1.640,
232.69,33.039,0.870,1.530,
232.74,33.044,1.000,1.520,
232.79,33.050,0.840,1.400,
232.84,33.055,1.020,1.430,
232.89,33.061,1.030,1.480,
232.89,33.061,1.030,1.480,
232.94,33.066,0.910,1.510,
232.99,33.071,0.930,1.550,
233.04,33.077,0.960,1.650,
233.09,33.082,0.800,1.570,
233.14,33.088,1.120,1.640,
233.19,33.093,1.080,1.810,
233.24,33.098,1.090,1.680,
233.29,33.102,1.090,1.540,
233.34,33.107,1.140,1.680,
233.39,33.112,1.130,1.550,
233.44,33.116,1.160,1.770,
233.49,33.121,1.170,1.600,
233.49,33.121,1.170,1.600,
233.54,33.125,0.970,1.760,
233.59,33.130,1.220,1.830,
233.64,33.135,0.970,1.750,
233.69,33.139,1.120,1.730,
233.69,33.139,1.080,1.880,
233.74,33.144,1.230,1.540,
233.74,33.144,1.230,1.540,
233.79,33.149,1.170,1.690,
233.84,33.153,1.060,1.570,
233.89,33.158,0.980,1.540,
233.94,33.162,1.290,1.790,
233.99,33.167,1.090,1.740,
233.99,33.167,1.090,1.740,
234.04,33.171,1.260,1.790,
234.09,33.176,1.280,1.630,
234.14,33.180,1.260,1.750,
234.19,33.185,1.230,1.580,
234.24,33.195,1.450,1.730,
234.24,33.195,1.450,1.730,
234.29,33.204,1.310,1.750,
234.34,33.214,1.150,1.840,
234.39,33.224,1.090,1.770,
234.44,33.230,0.960,1.860,
234.49,33.237,1.350,1.940,
234.49,33.237,1.350,1.940,
234.54,33.243,1.470,1.830,
234.59,33.250,1.460,1.890,
234.64,33.256,1.440,1.760,
234.69,33.263,1.320,1.690,
234.69,33.263,1.320,1.690,
234.74,33.269,1.240,1.620,
234.79,33.275,1.450,1.870,
234.84,33.281,1.320,1.890,
234.89,33.287,1.310,1.770,
234.94,33.293,1.310,1.860,
234.94,33.293,1.310,1.860,
234.96,33.295,1.237,1.770,
234.99,33.299,1.360,1.780,
235.04,33.305,1.370,1.620,
235.09,33.309,1.280,1.650,
235.14,33.313,1.180,1.670,
235.19,33.317,1.130,1.840,
235.24,33.321,1.440,1.850,
235.29,33.325,1.520,1.810,
235.39,33.332,1.430,1.690,
235.44,33.336,1.430,1.660,
235.44,33.336,1.430,1.660,
235.49,33.340,1.320,1.890,
235.54,33.344,1.200,1.810,
235.56,33.345,1.409,1.870,
235.59,33.348,1.460,1.820,
235.61,33.349,1.408,1.930,
235.61,33.349,1.408,1.931,
235.64,33.351,1.370,1.880,
235.66,33.353,1.387,1.770,
235.69,33.355,1.250,1.710,
235.69,33.355,1.250,1.710,
235.71,33.357,1.271,1.800,
235.74,33.359,1.320,1.610,
235.76,33.361,1.461,1.780,
235.81,33.364,1.423,1.900,
235.86,33.368,1.491,1.830,
235.86,33.368,1.491,1.833,
235.91,33.372,1.372,1.760,
235.96,33.376,1.214,1.520,
236.01,33.380,1.312,1.650,
236.06,33.385,1.325,1.870,
236.11,33.389,1.343,1.660,
236.11,33.389,1.343,1.665,
236.16,33.393,1.353,1.760,
236.21,33.397,1.509,1.930,
236.26,33.402,1.426,1.760,
236.31,33.406,1.273,1.720,
236.36,33.410,1.346,1.700,
236.36,33.410,1.346,1.701,
236.38,33.412,1.356,1.800,
236.41,33.414,1.360,1.640,
236.46,33.419,1.480,1.550,
236.51,33.423,1.417,1.670,
236.56,33.428,1.293,1.600,
236.61,33.433,1.272,1.850,
236.61,33.433,1.272,1.853,
236.66,33.437,1.290,1.890,
236.71,33.442,1.242,1.750,
236.76,33.447,1.408,1.720,
236.81,33.450,1.437,1.740,
236.86,33.453,1.510,1.780,
236.86,33.453,1.437,1.736,
236.91,33.456,1.363,1.770,
236.96,33.459,1.473,2.010,
237.01,33.463,1.390,1.810,
237.06,33.466,1.497,2.040,
237.11,33.469,1.391,1.830,
237.11,33.469,1.497,2.036,
237.16,33.472,1.459,1.760,
237.21,33.475,1.496,2.050,
237.26,33.479,1.288,1.960,
237.31,33.484,1.533,1.900,
237.36,33.488,1.413,1.880,
237.36,33.488,1.533,1.899,
237.41,33.493,1.387,1.710,
237.46,33.496,1.512,1.820,
237.51,33.499,1.560,1.850,
237.56,33.502,1.560,1.980,
237.61,33.506,1.629,1.950,
237.61,33.506,1.560,1.982,
237.66,33.509,1.481,2.040,
237.71,33.512,1.572,1.910,
237.76,33.515,1.668,1.920,
237.81,33.518,1.564,2.140,
237.86,33.522,1.662,2.020,
237.91,33.525,1.649,1.850,
237.96,33.528,1.553,2.090,
238.01,33.531,1.566,1.900,
238.06,33.534,1.503,1.870,
238.11,33.538,1.623,1.740,
238.11,33.538,1.503,1.871,
238.16,33.541,1.426,1.830,
238.21,33.545,1.437,2.060,
238.26,33.549,1.666,2.010,
238.31,33.552,1.459,1.830,
238.36,33.556,1.675,1.880,
238.36,33.556,1.675,1.884,
238.41,33.560,1.519,1.910,
238.46,33.563,1.541,1.860,
238.51,33.567,1.624,1.950,
238.61,33.574,1.402,1.730,
238.66,33.578,1.530,1.890,
238.71,33.582,1.553,1.770,
238.76,33.585,1.523,1.940,
238.81,33.589,1.477,2.030,
238.86,33.593,1.488,1.880,
238.86,33.593,1.488,1.877,
238.91,33.596,1.726,2.050,
238.96,33.600,1.765,2.030,
239.01,33.604,1.548,1.810,
239.06,33.607,1.514,1.890,
239.11,33.611,1.636,1.950,
239.11,33.611,1.636,1.945,
239.16,33.615,1.433,2.000,
239.21,33.618,1.280,1.980,
239.26,33.622,1.375,1.860,
239.31,33.626,1.472,1.830,
239.36,33.630,1.560,1.800,
239.41,33.633,1.352,1.940,
239.51,33.641,1.317,1.970,
239.56,33.644,1.170,1.800,
239.61,33.648,1.251,1.900,
239.61,33.648,1.251,1.899,
239.66,33.652,1.029,1.790,
239.76,33.659,1.062,1.480,
239.81,33.663,1.062,1.460,
239.86,33.668,1.050,1.630,
239.86,33.668,1.050,1.626,
239.91,33.672,1.246,1.560,
239.96,33.676,1.257,1.410,
240.01,33.681,1.189,1.390,
240.06,33.685,1.142,1.440,
240.11,33.689,1.329,1.450,
240.11,33.689,1.329,1.445,
240.16,33.694,1.074,1.360,
240.21,33.698,1.310,1.390,
240.26,33.702,1.075,1.180,
240.27,33.703,0.962,1.040,
240.27,33.703,1.076,1.184,
240.31,33.706,0.937,1.200,
240.36,33.710,1.154,1.190,
240.36,33.710,1.154,1.185,
240.41,33.714,1.110,1.310,
240.46,33.718,1.288,1.340,
240.51,33.722,1.297,1.260,
240.56,33.725,1.176,1.100,
240.61,33.729,1.279,1.220,
240.66,33.733,1.087,1.150,
240.66,33.733,1.087,1.153,
240.71,33.737,1.209,1.230,
240.76,33.741,1.141,1.210,
240.81,33.745,0.879,0.980,
240.86,33.748,0.935,1.130,
240.91,33.752,0.976,1.010,
240.91,33.752,0.976,1.011,
240.96,33.756,0.832,1.110,
241.01,33.760,1.027,1.370,
241.06,33.767,1.091,1.230,
241.08,33.769,0.844,1.189,
241.08,33.769,0.844,1.190,
241.11,33.773,1.018,1.110,
241.12,33.775,0.954,1.280,
241.16,33.780,1.231,1.490,
241.16,33.780,0.900,1.170,
241.16,33.780,1.231,1.492,
241.20,33.786,1.175,1.220,
241.21,33.787,1.369,1.480,
241.24,33.791,1.176,1.210,
241.26,33.794,1.235,1.310,
241.31,33.800,0.927,1.200,
241.31,33.800,0.927,1.200,
241.36,33.807,1.069,1.440,
241.39,33.811,1.069,1.442,
241.39,33.811,0.718,1.220,
241.41,33.814,0.957,1.100,
241.46,33.821,1.003,1.070,
241.51,33.827,1.066,1.300,
241.56,33.833,0.984,1.249,
241.56,33.833,0.984,1.250,
241.62,33.841,1.025,1.210,
241.64,33.843,0.857,1.200,
241.66,33.846,0.969,1.380,
241.71,33.852,1.205,1.250,
241.76,33.858,1.025,1.020,
241.82,33.866,1.134,1.380,
241.82,33.866,1.134,1.375,
241.86,33.874,1.032,1.200,
241.91,33.884,1.238,1.110,
241.91,33.884,1.238,1.108,
241.96,33.895,0.973,1.220,
242.01,33.905,1.048,1.130,
242.06,33.915,1.009,1.040,
242.12,33.928,0.993,0.800,
242.21,33.946,0.671,0.900,
243.32,34.174,0.357,0.299,
243.56,34.222,0.953,0.761,
243.69,34.250,0.873,0.890,
243.91,34.295,0.442,0.136,
244.01,34.316,0.575,0.840,
244.05,34.324,0.724,0.928,
244.41,34.398,0.760,0.763,
244.95,34.509,0.606,0.850,
245.06,34.531,0.664,0.693,
245.41,34.608,0.726,0.909,
245.81,34.749,0.792,1.040,
245.86,34.765,0.768,0.742,
245.91,34.784,0.758,0.910,
246.49,34.985,0.742,0.940,
246.93,35.112,0.753,0.983,
247.20,35.177,0.786,0.930,
247.75,35.296,0.760,1.040,
247.75,35.296,0.710,0.860,
247.91,35.324,0.820,0.940,
247.91,35.324,0.710,0.830,
248.02,35.343,0.539,0.970,
248.21,35.375,0.630,0.880,
248.41,35.411,0.830,0.830,
248.66,35.454,1.030,0.910,
250.24,35.863,1.070,0.950,
251.74,36.138,1.060,0.912,
251.74,36.138,1.040,0.790,
252.24,36.225,1.130,0.940,
